,Name,Platform,Year_of_Release,Genre,NA_Sales,Global_Sales
15404,Atari Flashback Classics: Volume 2,XOne,2016,Misc,0.02,0.02
15406,Hakuoki: Shinkai - Hana no Shou,PSV,2016,Adventure,0,0.02
15410,Pro Evolution Soccer 2017,PC,2016,Sports,0,0.02
15459,Carmageddon: Max Damage,XOne,2016,Action,0.01,0.02
15470,Resident Evil 4 HD,XOne,2016,Shooter,0.02,0.02
15486,RollerCoaster Tycoon World,PC,2016,Simulation,0,0.02
15489,Arslan: The Warriors of Legend,XOne,2016,Action,0.01,0.02
15490,Darksiders: Warmastered Edition,PS4,2016,Action,0.02,0.02
15492,Agatha Christie: The ABC Murders,PC,2016,Adventure,0,0.02
15566,Resident Evil 5 HD,XOne,2016,Action,0.02,0.02
15583,Mighty No. 9,XOne,2016,Platform,0.02,0.02
15602,Winning Post 8 2016,PS4,2016,Simulation,0,0.02
15623,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2016,Misc,0,0.02
15627,Coven and Labyrinth of Refrain,PSV,2016,Action,0,0.02
15630,Uppers,PSV,2016,Action,0,0.02
15649,Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016,Adventure,0,0.02
15681,"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PSV,2016,Adventure,0,0.02
15737,Prototype: Biohazard Bundle,PS4,2016,Action,0.01,0.02
15751,Revolution: 25th Anniversary Collection,PC,2016,Adventure,0,0.02
15785,Taishou Moebius Line Vitable,PSV,2016,Adventure,0,0.02
15793,This War of Mine,PS4,2016,Action,0,0.02
15817,Koihime Enbu,PS4,2016,Fighting,0,0.02
15826,Dynasty Warriors: Eiketsuden,PS4,2016,Action,0,0.02
15828,MuvLuv Double Pack,PSV,2016,Adventure,0,0.02
15842,Mark McMorris Infinite Air,PS4,2016,Sports,0.01,0.02
15843,Shin Hayarigami 2,PSV,2016,Adventure,0,0.02
15867,Rocksmith 2014 Edition Remastered,PS4,2016,Misc,0.01,0.02
15879,Storm Lover 2nd V,PSV,2016,Adventure,0,0.02
15924,Collar x Malice,PSV,2016,Action,0,0.02
15937,New Interpretation Stranger of Sword City,PSV,2016,Role-Playing,0,0.02
15951,Dragon's Dogma Online: Season 2,PS4,2016,Action,0,0.02
15993,Wand of Fortune R,PSV,2016,Adventure,0,0.02
15996,God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,2016,Action,0,0.02
15997,God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,2016,Misc,0,0.02
16005,Berserk and the Band of the Hawk,PSV,2016,Action,0,0.02
16016,Dead Rising 2,XOne,2016,Action,0.01,0.02
16018,Mark McMorris Infinite Air,XOne,2016,Sports,0.01,0.02
16028,Quantum Break,PC,2016,Action,0,0.02
16038,Pac-Man Championship Edition 2 + Arcade Game Series,XOne,2016,Action,0.01,0.02
16069,Assetto Corsa,XOne,2016,Racing,0,0.02
16079,King's Quest: The Complete Collection,PS4,2016,Adventure,0.01,0.02
16106,Period Cube: Torikago no Amadeus,PSV,2016,Action,0,0.01
16113,Valentino Rossi: The Game,PC,2016,Racing,0,0.01
16116,Republique,PS4,2016,Action,0,0.01
16123,NBA 2K17,PC,2016,Sports,0,0.01
16138,Super Stardust Ultra VR,PS4,2016,Shooter,0,0.01
16139,Total War Attila: Tyrants & Kings,PC,2016,Strategy,0,0.01
16143,Dead Rising,XOne,2016,Action,0.01,0.01
16146,Azure Striker Gunvolt,3DS,2016,Action,0.01,0.01
16169,Shitsuji ga Aruji o Erabu Toki,PSV,2016,Adventure,0,0.01
16185,Rocksmith 2014 Edition Remastered,XOne,2016,Misc,0.01,0.01
16191,Darksiders: Warmastered Edition,XOne,2016,Action,0.01,0.01
16204,The Technomancer,PC,2016,Role-Playing,0,0.01
16242,Fernbus Simulator,PC,2016,Simulation,0,0.01
16252,Azure Striker Gunvolt: Striker Pack,3DS,2016,Action,0,0.01
16268,Worms: WMD,XOne,2016,Action,0.01,0.01
16271,The Book of Unwritten Tales 2,WiiU,2016,Adventure,0,0.01
16280,Sangoku Koi Senki: Omoide Gaeshi - CS Edition,PSV,2016,Adventure,0,0.01
16284,Sherlock Holmes: The Devil's Daughter,PC,2016,Adventure,0,0.01
16318,Prototype: Biohazard Bundle,XOne,2016,Action,0.01,0.01
16326,Agatha Christie's The ABC Murders,XOne,2016,Adventure,0.01,0.01
16327,Samurai Warriors: Sanada Maru,PSV,2016,Action,0,0.01
16334,MXGP 2,PC,2016,Racing,0,0.01
16340,Dance with Devils,PSV,2016,Action,0,0.01
16341,Battle Worlds: Kronos,PC,2016,Strategy,0,0.01
16350,Lumo,PSV,2016,Puzzle,0,0.01
16351,Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,2016,Action,0,0.01
16366,Crows: Burning Edge,PS4,2016,Action,0,0.01
16397,Goat Simulator,XOne,2016,Simulation,0,0.01
16408,Dynasty Warriors: Eiketsuden,PSV,2016,Action,0,0.01
16428,Cities: Skylines Snowfall,PC,2016,Simulation,0,0.01
16433,R.B.I. Baseball 2016,PS4,2016,Sports,0.01,0.01
16438,Kamigami no Asobi InFinite,PSV,2016,Adventure,0,0.01
16468,TrackMania Turbo,PC,2016,Action,0,0.01
16483,Cartoon Network Battle Crashers,3DS,2016,Action,0.01,0.01
16491,Super Dungeon Bros,PS4,2016,Action,0.01,0.01
16501,God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,2016,Action,0,0.01
16504,Sherlock Holmes: The Devil's Daughter,PS4,2016,Adventure,0.01,0.01
16505,Root Letter,PS4,2016,Adventure,0,0.01
16506,River City Ransom SP,3DS,2016,Action,0,0.01
16508,Shin Hayarigami 2,PS4,2016,Adventure,0,0.01
16513,Ride 2,XOne,2016,Racing,0,0.01
16514,Ride 2,PC,2016,Racing,0,0.01
16531,Dungeons 2,PS4,2016,Role-Playing,0.01,0.01
16535,Carmageddon: Max Damage,PS4,2016,Action,0.01,0.01
16540,Zettai Kaikyuu Gakuen: Eden with Roses and Phantasm,PSV,2016,Adventure,0,0.01
16549,Assassin's Creed Chronicles,XOne,2016,Action,0,0.01
16563,Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,2016,Action,0,0.01
16588,Taishou x Alice: All in One,PSV,2016,Adventure,0,0.01
16590,Farming 2017 - The Simulation,PS4,2016,Simulation,0,0.01
16595,Hitman (2016),XOne,2016,Action,0,0.01
16622,Codename: Panzers Complete Collection,PC,2016,Strategy,0,0.01
16628,Norn + Nonette: Act Tune,PSV,2016,Action,0,0.01
16635,S??bastien Loeb Rally Evo,XOne,2016,Racing,0,0.01
16648,Rugby Challenge 3,XOne,2016,Sports,0,0.01
16649,Eve: Burst Error R,PSV,2016,Action,0,0.01
16650,ZombiU,XOne,2016,Action,0,0.01
16657,Fast Racing Neo ,WiiU,2016,Action,0,0.01
16665,Prison Architect,XOne,2016,Action,0.01,0.01
16677,Metal Gear Solid V: The Definitive Experience,XOne,2016,Action,0.01,0.01
16682,Aikatsu Stars! My Special Appeal,3DS,2016,Action,0,0.01
16685,Kyoukai no Shirayuki,PSV,2016,Action,0,0.01
16689,7'scarlet,PSV,2016,Adventure,0,0.01
16696,Dynasty Warriors: Eiketsuden,PS3,2016,Action,0,0.01
16704,The Longest 5 Minutes,PSV,2016,Action,0,0.01
16708,Strawberry Nauts,PSV,2016,Adventure,0,0.01
16715,Samurai Warriors: Sanada Maru,PS3,2016,Action,0,0.01
16717,Haitaka no Psychedelica,PSV,2016,Adventure,0,0.01
16719,Winning Post 8 2016,PSV,2016,Simulation,0,0.01
32,Call of Duty: Black Ops 3,PS4,2015,Shooter,6.03,14.63
78,FIFA 16,PS4,2015,Sports,1.12,8.57
88,Star Wars Battlefront (2015),PS4,2015,Shooter,2.99,7.98
100,Call of Duty: Black Ops 3,XOne,2015,Shooter,4.59,7.39
106,Fallout 4,PS4,2015,Role-Playing,2.53,7.16
232,Uncharted: The Nathan Drake Collection,PS4,2015,Action,2.07,4.62
243,Halo 5: Guardians,XOne,2015,Shooter,2.78,4.48
248,Splatoon,WiiU,2015,Shooter,1.54,4.43
271,Fallout 4,XOne,2015,Role-Playing,2.51,4.22
304,The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,1.02,3.97
306,Batman: Arkham Knight,PS4,2015,Action,1.53,3.95
315,NBA 2K16,PS4,2015,Sports,2.49,3.88
343,Star Wars Battlefront (2015),XOne,2015,Shooter,2.04,3.66
391,Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,1.09,3.41
397,Assassin's Creed Syndicate,PS4,2015,Action,0.81,3.39
407,Monster Hunter X,3DS,2015,Action,0.27,3.32
414,Gears of War: Ultimate Edition,XOne,2015,Shooter,2.61,3.28
418,FIFA 16,XOne,2015,Sports,0.89,3.25
421,Madden NFL 16,PS4,2015,Sports,2.34,3.24
425,Super Mario Maker,WiiU,2015,Platform,1.18,3.21
458,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,0.51,3.05
540,Mortal Kombat X,PS4,2015,Fighting,1.5,2.78
553,FIFA 16,PS3,2015,Sports,0.41,2.71
624,Bloodborne,PS4,2015,Action,1.03,2.48
640,Need for Speed (2015),PS4,2015,Racing,0.5,2.43
642,Madden NFL 16,XOne,2015,Sports,2.08,2.42
678,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,1.15,2.34
681,NBA 2K16,XOne,2015,Sports,1.95,2.34
695,Yokai Watch Busters,3DS,2015,Action,0,2.29
734,Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,0.55,2.21
791,Battlefield: Hardline,PS4,2015,Shooter,0.71,2.1
798,Dying Light,PS4,2015,Action,0.96,2.09
896,Destiny: The Taken King,PS4,2015,Shooter,0.78,1.93
939,Just Cause 3,PS4,2015,Action,0.47,1.86
976,Forza Motorsport 6,XOne,2015,Racing,0.73,1.8
1013,The Elder Scrolls Online,PS4,2015,Role-Playing,0.67,1.75
1027,The Order: 1886,PS4,2015,Shooter,0.61,1.74
1050,Call of Duty: Black Ops 3,X360,2015,Shooter,1.14,1.71
1063,Call of Duty: Black Ops 3,PS3,2015,Shooter,0.49,1.69
1080, Fire Emblem Fates,3DS,2015,Role-Playing,0.81,1.68
1098,Until Dawn,PS4,2015,Adventure,0.45,1.66
1175,Mario Party 10,WiiU,2015,Misc,0.69,1.58
1183,FIFA 16,X360,2015,Sports,0.57,1.57
1275,Batman: Arkham Knight,XOne,2015,Action,0.88,1.49
1402,Mortal Kombat X,XOne,2015,Fighting,1.03,1.38
1404,Rise of the Tomb Raider,XOne,2015,Adventure,0.55,1.38
1456,Tom Clancy's Rainbow Six: Siege,XOne,2015,Shooter,0.77,1.34
1500,The Witcher 3: Wild Hunt,XOne,2015,Role-Playing,0.69,1.31
1510,Yoshi's Woolly World,WiiU,2015,Platform,0.62,1.3
1516,Assassin's Creed Syndicate,XOne,2015,Action,0.62,1.3
1530,Dying Light,XOne,2015,Action,0.86,1.29
1531,Fallout 4,PC,2015,Role-Playing,0.51,1.29
1537,The Elder Scrolls Online,XOne,2015,Role-Playing,0.78,1.28
1597,Pokemon Super Mystery Dungeon,3DS,2015,Role-Playing,0.48,1.25
1659,WWE 2K16,PS4,2015,Sports,0.41,1.21
1667,Battlefield: Hardline,XOne,2015,Shooter,0.72,1.21
1695,Destiny: The Taken King,XOne,2015,Shooter,0.85,1.19
1727,Mad Max (2015),PS4,2015,Action,0.36,1.17
1731,Grand Theft Auto V,PC,2015,Action,0.39,1.17
1818,The Legend of Zelda: Tri Force Heroes,3DS,2015,Action,0.53,1.12
1849,Dragon Ball: XenoVerse,PS4,2015,Fighting,0.3,1.11
1881,Project CARS,PS4,2015,Racing,0.2,1.09
2098,Final Fantasy Type-0,PS4,2015,Role-Playing,0.37,0.98
2115,Madden NFL 16,X360,2015,Sports,0.85,0.97
2138,Evolve,PS4,2015,Shooter,0.36,0.96
2180,Just Dance 2016,Wii,2015,Misc,0.41,0.95
2184,NBA 2K16,X360,2015,Sports,0.79,0.94
2248,MLB 15: The Show,PS4,2015,Sports,0.68,0.92
2292,Just Cause 3,XOne,2015,Action,0.44,0.9
2302,LEGO Jurassic World,PS4,2015,Action,0.32,0.9
2361,Minecraft: Story Mode,X360,2015,Adventure,0.48,0.88
2376,Borderlands: The Handsome Collection,PS4,2015,Shooter,0.38,0.88
2388,Monster Strike 3DS,3DS,2015,Action,0,0.87
2403,LEGO Jurassic World,X360,2015,Action,0.47,0.87
2415,Dragon Quest VIII: Journey of the Cursed King,3DS,2015,Role-Playing,0,0.86
2417,Guitar Hero Live,PS4,2015,Misc,0.34,0.86
2436,LEGO Jurassic World,PS3,2015,Action,0.35,0.85
2458,Xenoblade Chronicles X,WiiU,2015,Role-Playing,0.36,0.84
2601,Pro Evolution Soccer 2016,PS4,2015,Sports,0.13,0.79
2604,Rare Replay,XOne,2015,Misc,0.49,0.79
2627,Madden NFL 16,PS3,2015,Sports,0.57,0.78
2711,Mario & Luigi: Paper Jam,3DS,2015,Role-Playing,0.16,0.76
2718,Nintendo Presents: New Style Boutique 2 - Fashion Forward,3DS,2015,Misc,0.03,0.75
2721,Metal Gear Solid V: The Phantom Pain,XOne,2015,Action,0.41,0.75
2752,Rhythm Heaven: The Best+,3DS,2015,Misc,0,0.74
2760,Final Fantasy X/X-2 HD Remaster,PS4,2015,Role-Playing,0.29,0.74
2767,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,2015,Action,0.17,0.74
2781,NBA 2K16,PS3,2015,Sports,0.45,0.74
2816,LEGO Dimensions,PS4,2015,Action,0.24,0.73
2849,Disney Infinity 3.0,PS4,2015,Action,0.24,0.72
2852,The Witcher 3: Wild Hunt,PC,2015,Role-Playing,0.21,0.72
2937,Minecraft: Story Mode,PS4,2015,Adventure,0.25,0.69
2945,Minecraft: Story Mode,PS3,2015,Adventure,0.27,0.69
2955,Need for Speed (2015),XOne,2015,Racing,0.3,0.69
3036,F1 2015,PS4,2015,Racing,0.09,0.66
3085,LEGO Jurassic World,XOne,2015,Action,0.38,0.65
3127,God of War III,PS4,2015,Action,0.24,0.65
3137,Metal Gear Solid V: The Phantom Pain,PS3,2015,Action,0.22,0.64
3169,Evolve,XOne,2015,Shooter,0.37,0.64
3215,NHL 16,PS4,2015,Sports,0.36,0.63
3231,LEGO Jurassic World,3DS,2015,Action,0.31,0.62
3324,Dark Souls II,PS4,2015,Role-Playing,0.21,0.6
3402,WWE 2K16,XOne,2015,Sports,0.32,0.59
3538,Just Dance 2016,WiiU,2015,Misc,0.27,0.57
3551,Tales of Zestiria,PS3,2015,Role-Playing,0.05,0.56
3557,Xenoblade Chronicles,3DS,2015,Role-Playing,0.27,0.56
3580,Minecraft: Story Mode,XOne,2015,Adventure,0.3,0.56
3631,Guitar Hero Live,XOne,2015,Misc,0.3,0.55
3646,Resident Evil: Revelations 2,PS4,2015,Action,0.13,0.55
3648,LEGO Dimensions,PS3,2015,Action,0.17,0.55
3667,Star Wars Battlefront (2015),PC,2015,Shooter,0.13,0.55
3749,LEGO Dimensions,WiiU,2015,Action,0.3,0.53
3792,StarCraft II: Legacy of the Void,PC,2015,Strategy,0.19,0.53
3795,LEGO Dimensions,X360,2015,Action,0.26,0.53
3841,LEGO Jurassic World,WiiU,2015,Action,0.27,0.52
3846,Rory McIlroy PGA Tour,PS4,2015,Action,0.18,0.52
3859,Kirby and the Rainbow Curse,WiiU,2015,Platform,0.22,0.52
3926,WWE 2K16,PS3,2015,Sports,0.22,0.51
4017,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS3,2015,Action,0,0.49
4070,Bravely Second: End Layer,3DS,2015,Role-Playing,0.17,0.49
4073,Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,2015,Puzzle,0.06,0.48
4082,Mad Max (2015),XOne,2015,Action,0.28,0.48
4087,Skylanders: SuperChargers,WiiU,2015,Action,0.25,0.48
4104,Dragon Ball: XenoVerse,PS3,2015,Fighting,0.16,0.48
4118,NHL 16,XOne,2015,Sports,0.38,0.48
4142,Rock Band 4,XOne,2015,Misc,0.38,0.47
4210,One Piece: Pirate Warriors 3,PS4,2015,Action,0.09,0.46
4259,Disney Infinity 3.0,WiiU,2015,Action,0.21,0.46
4363,Disney Infinity 3.0,PS3,2015,Action,0.16,0.45
4388,Mario Tennis Ultra Smash,WiiU,2015,Sports,0.13,0.44
4482,Borderlands: The Handsome Collection,XOne,2015,Shooter,0.26,0.43
4507,WWE 2K16,X360,2015,Sports,0.27,0.43
4532,Wolfenstein: The Old Blood,PS4,2015,Action,0.1,0.43
4574,Skylanders: SuperChargers,X360,2015,Action,0.25,0.42
4654,Animal Crossing: Amiibo Festival,WiiU,2015,Misc,0.19,0.41
4682,Battlefield: Hardline,PS3,2015,Shooter,0.13,0.41
4687,LEGO Dimensions,XOne,2015,Action,0.22,0.41
4723,God Eater 2: Rage Burst,PSV,2015,Role-Playing,0,0.41
4771,Tales of Zestiria,PS4,2015,Role-Playing,0.17,0.4
4837,Pro Evolution Soccer 2016,PS3,2015,Sports,0.09,0.4
4858,Disney Infinity 3.0,X360,2015,Action,0.21,0.39
4880,Saints Row IV,PS4,2015,Action,0.13,0.39
4887,Dishonored,PS4,2015,Action,0.12,0.39
4941,MLB 15: The Show,PS3,2015,Sports,0.31,0.39
4989,Rock Band 4,PS4,2015,Misc,0.26,0.38
5073,Farming Simulator 2015,PS3,2015,Simulation,0.11,0.37
5124,Destiny: The Taken King,PS3,2015,Shooter,0.17,0.37
5125,Skylanders: SuperChargers,PS3,2015,Action,0.16,0.37
5189,Sword Art Online: Lost Song,PSV,2015,Role-Playing,0.06,0.36
5216,Just Dance 2016,PS4,2015,Misc,0.17,0.36
5256,Farming Simulator 2015,PS4,2015,Simulation,0.1,0.35
5262,Farming Simulator 2015,X360,2015,Simulation,0.22,0.35
5296,Football Manager 2016,PC,2015,Simulation,0,0.35
5310,Destiny: The Taken King,X360,2015,Shooter,0.24,0.35
5404,Disney Infinity 3.0,XOne,2015,Action,0.2,0.34
5421,Dead or Alive 5,PS4,2015,Fighting,0.09,0.34
5429,Disney Magic World 2,3DS,2015,Action,0.02,0.34
5503,Dragon Ball Z: Extreme Butoden,3DS,2015,Fighting,0.12,0.33
5565,Hatsune Miku: Project Mirai DX,3DS,2015,Misc,0.16,0.32
5566,Just Dance 2016,XOne,2015,Misc,0.25,0.32
5584,Dragon Ball: XenoVerse,XOne,2015,Fighting,0.18,0.32
5608,Just Dance 2016,X360,2015,Misc,0.23,0.32
5631,Persona 4: Dancing All Night,PSV,2015,Misc,0.09,0.32
5673,Rise of the Tomb Raider,X360,2015,Adventure,0.18,0.32
5747,Tropico 5,PS4,2015,Simulation,0.06,0.31
5754,Skylanders: SuperChargers,PS4,2015,Action,0.17,0.31
5817,DmC: Devil May Cry,PS4,2015,Action,0.12,0.31
5990,Deadpool,PS4,2015,Action,0.14,0.29
6015,Resident Evil: Revelations 2,PS3,2015,Action,0.06,0.29
6058,Disgaea 5: Alliance of Vengeance,PS4,2015,Role-Playing,0.11,0.29
6096,Battlefield: Hardline,X360,2015,Shooter,0.17,0.28
6115,Divinity: Original Sin,PS4,2015,Role-Playing,0.1,0.28
6174,Payday 2,PS4,2015,Shooter,0.1,0.28
6282,Guitar Hero Live,PS3,2015,Misc,0.11,0.27
6324,Rory McIlroy PGA Tour,XOne,2015,Action,0.16,0.27
6450,Tearaway Unfolded,PS4,2015,Platform,0.09,0.26
6463,J Stars Victory Vs.,PS4,2015,Fighting,0.08,0.26
6465,Call of Duty: Black Ops 3,PC,2015,Shooter,0,0.26
6494,Project CARS,XOne,2015,Racing,0.11,0.26
6594,One Piece: Pirate Warriors 3,PS3,2015,Action,0,0.25
6603,Final Fantasy Type-0,XOne,2015,Role-Playing,0.16,0.25
6631,The Legend of Legacy,3DS,2015,Role-Playing,0.12,0.25
6658,Anno 2205,PC,2015,Strategy,0.02,0.25
6701,Shin Megami Tensei x Fire Emblem,WiiU,2015,Role-Playing,0.12,0.25
6703,Yakuza Zero: The Place of Oath,PS3,2015,Action,0,0.25
6758,Sword Art Online: Lost Song,PS4,2015,Role-Playing,0.1,0.25
6760,F1 2015,XOne,2015,Racing,0.08,0.25
6771,Stella Glow,3DS,2015,Role-Playing,0.16,0.24
6789,Skylanders: SuperChargers,XOne,2015,Action,0.17,0.24
6827,Chibi-Robo! Zip Lash,3DS,2015,Platform,0.09,0.24
6830,Total War: Attila,PC,2015,Strategy,0.09,0.24
6869,Dragon Ball: XenoVerse,X360,2015,Fighting,0.17,0.24
6879,Etrian Mystery Dungeon,3DS,2015,Role-Playing,0.09,0.24
6947,Girls Mode 3: Kirakira Code,3DS,2015,Action,0,0.23
7040,Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,0.13,0.23
7073,Transformers: Devastation,PS4,2015,Action,0.1,0.23
7087,Dark Souls II,XOne,2015,Role-Playing,0.14,0.23
7115,Guitar Hero Live,X360,2015,Misc,0.13,0.23
7126,LEGO Jurassic World,PSV,2015,Action,0.05,0.22
7161,Darksiders II,PS4,2015,Action,0.09,0.22
7173,Ride,PS4,2015,Racing,0.04,0.22
7207,The Sims 4: Get Together,PC,2015,Simulation,0.05,0.22
7339,Code Name: S.T.E.A.M.,3DS,2015,Strategy,0.14,0.21
7359,LEGO Ninjago: Shadow of Ronin,3DS,2015,Action,0.05,0.21
7385,Assassin's Creed Syndicate,PC,2015,Action,0.11,0.21
7418,State of Decay,XOne,2015,Strategy,0.14,0.21
7481,Tony Hawk's Pro Skater 5,PS4,2015,Sports,0.09,0.21
7515,Saints Row IV,XOne,2015,Action,0.1,0.2
7541,Zombie Army Trilogy,PS4,2015,Shooter,0.05,0.2
7577,FIFA 16,PC,2015,Sports,0.06,0.2
7641,Dying Light,PC,2015,Action,0.12,0.2
7674,Farming Simulator 2015,XOne,2015,Simulation,0.1,0.2
7761,Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,3DS,2015,Action,0,0.19
7774,Just Dance 2016,PS3,2015,Misc,0.1,0.19
7812,Guitar Hero Live,WiiU,2015,Misc,0.12,0.19
7845,God Eater Resurrection,PSV,2015,Action,0,0.19
7876,Evolve,PC,2015,Shooter,0.08,0.19
7884,3rd Super Robot Wars Z: Tengoku-Hen,PSV,2015,Action,0,0.19
8032,Metal Gear Solid V: The Phantom Pain,X360,2015,Action,0.12,0.18
8059,Saint Seiya: Soldiers' Soul,PS4,2015,Fighting,0,0.18
8093,Senran Kagura: Estival Versus,PSV,2015,Action,0.04,0.18
8142,Payday 2,XOne,2015,Shooter,0.09,0.18
8145,Senran Kagura: Estival Versus,PS4,2015,Action,0.08,0.18
8192,Back to the Future: The Game,PS4,2015,Adventure,0.1,0.18
8200,NBA Live 16,PS4,2015,Sports,0.1,0.18
8210,Yakuza Zero: The Place of Oath,PS4,2015,Action,0,0.17
8244,MotoGP 15,PS4,2015,Racing,0,0.17
8251,Toukiden Kiwami,PS4,2015,Action,0.05,0.17
8328,Project X Zone 2: Brave New World,3DS,2015,Role-Playing,0.05,0.17
8350,Digimon Story: Cyber Sleuth,PSV,2015,Role-Playing,0,0.17
8369,Bladestorm: Nightmare,PS4,2015,Action,0.08,0.17
8423,Mobile Suit Gundam: Extreme VS Force,PSV,2015,Action,0,0.17
8436,NASCAR '15,X360,2015,Sports,0.15,0.17
8448,One Piece: Pirate Warriors 3,PSV,2015,Action,0,0.17
8455,7th Dragon III Code: VFD,3DS,2015,Role-Playing,0.04,0.17
8520,Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015,Simulation,0.05,0.16
8746,Wolfenstein: The Old Blood,XOne,2015,Action,0.07,0.15
8762,Theatrhythm Dragon Quest,3DS,2015,Misc,0,0.15
8814,Tokyo Xanadu,PSV,2015,Role-Playing,0,0.15
8822,3rd Super Robot Wars Z: Tengoku-Hen,PS3,2015,Action,0,0.15
8846,Pro Baseball Spirits 2015,PS3,2015,Action,0,0.15
8882,Dishonored,XOne,2015,Action,0.09,0.15
8908,Sumikko Gurashi: Omise Hajimerundesu,3DS,2015,Action,0,0.15
8943,Skylanders: SuperChargers,Wii,2015,Action,0.02,0.15
9014,BlazBlue: Chrono Phantasma Extend,PS4,2015,Action,0.07,0.14
9026,Famista Returns,3DS,2015,Sports,0,0.14
9039,Just Cause 3,PC,2015,Action,0.03,0.14
9137,Cities: Skylines,PC,2015,Simulation,0,0.14
9145,Shovel Knight,3DS,2015,Platform,0.08,0.14
9169,Monster Hunter Diary: Poka Poka Airou Village DX,3DS,2015,Action,0,0.14
9209,Transformers: Devastation,XOne,2015,Action,0.09,0.14
9234,DmC: Devil May Cry,XOne,2015,Action,0.08,0.14
9239,Battlefield: Hardline,PC,2015,Shooter,0,0.14
9243,Brothers: A Tale of Two Sons,PS4,2015,Adventure,0.03,0.14
9369,Pro Baseball Spirits 2015,PSV,2015,Action,0,0.13
9414,Super Robot Wars BX,3DS,2015,Action,0,0.13
9427,Gravity Rush Remastered,PS4,2015,Action,0.02,0.13
9449,Hasbro Family Fun Pack,XOne,2015,Misc,0.1,0.13
9462,Batman: Arkham Knight,PC,2015,Action,0.09,0.13
9501,Final Fantasy XIV: Heavensward,PS4,2015,Action,0,0.13
9540,Assassination Classroom: Grand Siege on Kuro-sensei,3DS,2015,Action,0,0.13
9644,Project CARS,PC,2015,Racing,0,0.13
9655,Deadpool,XOne,2015,Action,0.09,0.12
9768,Don Bradman Cricket 14,PS4,2015,Sports,0.01,0.12
9772,Atelier Sophie: The Alchemist of the Mysterious Book,PS4,2015,Role-Playing,0.03,0.12
9782,Sword Art Online: Hollow Fragment,PS4,2015,Role-Playing,0,0.12
9827,Shin Megami Tensei: Devil Survivor 2,3DS,2015,Role-Playing,0,0.12
9854,Tony Hawk's Pro Skater 5,XOne,2015,Sports,0.09,0.12
9856,Rodea the Sky Soldier,WiiU,2015,Action,0.08,0.12
9870,Skylanders: SuperChargers,3DS,2015,Action,0.05,0.12
9924,Samurai Warriors 4-II,PS4,2015,Action,0.03,0.12
10017,Rugby 15,PS4,2015,Sports,0.04,0.11
10066,Samurai Warriors 4-II,PS3,2015,Action,0,0.11
10081,Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,2015,Action,0,0.11
10150,LEGO Ninjago: Shadow of Ronin,PSV,2015,Action,0.01,0.11
10190,PriPara Mezase! Idol Grand Prix No.1!,3DS,2015,Misc,0,0.11
10200,Valkyrie Drive: Bhikkhuni,PSV,2015,Action,0,0.11
10234,Yomawari,PSV,2015,Adventure,0.02,0.11
10254,Wasteland 2,PS4,2015,Role-Playing,0.08,0.11
10280,Picross 3D 2,3DS,2015,Puzzle,0,0.11
10299,NBA Live 16,XOne,2015,Sports,0.09,0.11
10318,Zombie Army Trilogy,XOne,2015,Shooter,0.05,0.11
10328,God Eater 2: Rage Burst,PS4,2015,Role-Playing,0,0.11
10345,Pro Evolution Soccer 2016,XOne,2015,Sports,0.04,0.11
10422,Taiko no Tatsujin: V Version,PSV,2015,Action,0,0.1
10454,Wasteland 2,PC,2015,Role-Playing,0.03,0.1
10517,Ride,XOne,2015,Racing,0.04,0.1
10607,Resident Evil: Revelations 2,PSV,2015,Action,0,0.1
10622,Resident Evil: Revelations 2,XOne,2015,Action,0.07,0.1
10632,Earth Defense Force 2025.1: The Shadow of New Despair,PS4,2015,Action,0,0.1
10645,Sword Art Online: Lost Song,PS3,2015,Role-Playing,0,0.1
10690,NBA 2K16,PC,2015,Sports,0.03,0.1
10726,Ultra Street Fighter IV,PS4,2015,Fighting,0,0.1
10730,The Crew: Wild Run,PS4,2015,Action,0,0.1
10747,Pro Evolution Soccer 2016,X360,2015,Sports,0.04,0.1
